mid,following,whisper,black,follower,name,sex,face,face_nft,sign,rank,level,jointime,moral,silence,coins,fans_badge,fans_medal,official,vip,pendant,nameplate,user_honour_info,is_followed,top_photo,theme,sys_notice,live_room,birthday,school,profession,tags,series,is_senior_member
25653710,147,0,0,1122,有事没事喝点小酒,保密,http://i2.hdslb.com/bfs/face/7b6a558ab4beb399f470cafb8bb5d3e3d7e3218b.jpg,0,努力成为更好的人,10000,6,0,0,0,0,FALSE,"{'show': False, 'wear': False, 'medal': None}","{'role': 0, 'title': '', 'desc': '', 'type': -1}","{'type': 0, 'status': 0, 'due_date': 0, 'vip_pay_type': 0, 'theme_type': 0, 'label': {'path': '', 'text': '', 'label_theme': '', 'text_color': '', 'bg_style': 0, 'bg_color': '', 'border_color': ''}, 'avatar_subscript': 0, 'nickname_color': '', 'role': 0, 'avatar_subscript_url': ''}","{'pid': 0, 'name': '', 'image': '', 'expire': 0, 'image_enhance': '', 'image_enhance_frame': ''}","{'nid': 9, 'name': '出道偶像', 'image': 'http://i0.hdslb.com/bfs/face/3f2d64f048b39fb6c26f3db39df47e6080ec0f9c.png', 'image_small': 'http://i0.hdslb.com/bfs/face/90c35d41d8a19b19474d6bac672394c17b444ce8.png', 'level': '高级勋章', 'condition': '所有自制视频总播放数>=50万'}","{'mid': 0, 'colour': None, 'tags': []}",FALSE,http://i2.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,{},{},,3月9日,{'name': ''},"{'name': '', 'department': '', 'title': '', 'is_show': 0}",,"{'user_upgrade_status': 3, 'show_upgrade_window': False}",0
648819158,14,0,0,6897,MakeUpForEver中国,保密,http://i2.hdslb.com/bfs/face/8c6d52499383d121a9e09a8614e5fd0d2b5a986d.jpg,0,我们汇聚彩妆艺术大师，共创卓越的产品和服务，以艺术点燃灵感，释放你的至美个性与魅力。,10000,6,0,0,0,0,FALSE,"{'show': False, 'wear': False, 'medal': None}","{'role': 3, 'title': 'MAKE UP FOR EVER官方帐号', 'desc': '', 'type': 1}","{'type': 2, 'status': 1, 'due_date': 1667404800000, 'vip_pay_type': 0, 'theme_type': 0, 'label': {'path': '', 'text': '年度大会员', 'label_theme': 'annual_vip', 'text_color': '#FFFFFF', 'bg_style': 1, 'bg_color': '#FB7299', 'border_color': ''}, 'avatar_subscript': 1, 'nickname_color': '#FB7299', 'role': 3, 'avatar_subscript_url': 'http://i0.hdslb.com/bfs/vip/icon_Certification_big_member_22_3x.png'}","{'pid': 0, 'name': '', 'image': '', 'expire': 0, 'image_enhance': '', 'image_enhance_frame': ''}","{'nid': 0, 'name': '', 'image': '', 'image_small': '', 'level': '', 'condition': ''}","{'mid': 0, 'colour': None, 'tags': []}",FALSE,http://i1.hdslb.com/bfs/space/0c80b0a01383ca9805054c844112cdf7f63d4bdc.png,{},{},,1月1日,{'name': ''},"{'name': '', 'department': '', 'title': '', 'is_show': 0}",,"{'user_upgrade_status': 3, 'show_upgrade_window': False}",0
202480087,32,0,0,769,傻狗家的猫大仙1997,保密,http://i1.hdslb.com/bfs/face/5e7f8b211e0ee13157c2c537f265aa68cb918acd.jpg,0,"要的就是快乐！
喜欢帅哥美女，爱收集表情包，外+平平无奇只会干饭的死孩子！",10000,5,0,0,0,0,FALSE,"{'show': False, 'wear': False, 'medal': None}","{'role': 0, 'title': '', 'desc': '', 'type': -1}","{'type': 1, 'status': 0, 'due_date': 1586707200000, 'vip_pay_type': 0, 'theme_type': 0, 'label': {'path': '', 'text': '', 'label_theme': '', 'text_color': '', 'bg_style': 0, 'bg_color': '', 'border_color': ''}, 'avatar_subscript': 0, 'nickname_color': '', 'role': 0, 'avatar_subscript_url': ''}","{'pid': 0, 'name': '', 'image': '', 'expire': 0, 'image_enhance': '', 'image_enhance_frame': ''}","{'nid': 0, 'name': '', 'image': '', 'image_small': '', 'level': '', 'condition': ''}","{'mid': 0, 'colour': None, 'tags': []}",FALSE,http://i1.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,{},{},,,{'name': ''},"{'name': '', 'department': '', 'title': '', 'is_show': 0}",,"{'user_upgrade_status': 3, 'show_upgrade_window': False}",0
441434587,51,0,0,1781,人者皆星辰,保密,http://i1.hdslb.com/bfs/face/fe88bfbc5d1c7649f9e62508799ee13873ac7779.jpg,0,"希望花火彼此健康自由，百岁无忧
那些忽略了、错过了的证据，都指向了无知的言辞陷阱。
那些冷眼攻击，全都不理，着迷于纯粹的疯言和疯语。",10000,6,0,0,0,0,TRUE,"{'show': False, 'wear': False, 'medal': None}","{'role': 0, 'title': '', 'desc': '', 'type': -1}","{'type': 2, 'status': 1, 'due_date': 1651420800000, 'vip_pay_type': 0, 'theme_type': 0, 'label': {'path': '', 'text': '年度大会员', 'label_theme': 'annual_vip', 'text_color': '#FFFFFF', 'bg_style': 1, 'bg_color': '#FB7299', 'border_color': ''}, 'avatar_subscript': 1, 'nickname_color': '#FB7299', 'role': 3, 'avatar_subscript_url': 'http://i0.hdslb.com/bfs/vip/icon_Certification_big_member_22_3x.png'}","{'pid': 460, 'name': '异常生物', 'image': 'http://i1.hdslb.com/bfs/face/a959c72407b2ac553d4328fd76d55d0134e20f65.png', 'expire': 0, 'image_enhance': 'http://i1.hdslb.com/bfs/face/a959c72407b2ac553d4328fd76d55d0134e20f65.png', 'image_enhance_frame': ''}","{'nid': 57, 'name': '收集萌新', 'image': 'http://i1.hdslb.com/bfs/face/7767275600ea63d351b22fa87ec15a79aa24e5e5.png', 'image_small': 'http://i1.hdslb.com/bfs/face/6589d992655595bf51543f268040eaeaed372fae.png', 'level': '普通勋章', 'condition': '同时拥有粉丝勋章>=5个'}","{'mid': 0, 'colour': None, 'tags': []}",FALSE,http://i1.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,{},{},,,{'name': ''},"{'name': '', 'department': '', 'title': '', 'is_show': 0}",,"{'user_upgrade_status': 3, 'show_upgrade_window': False}",0
17424860,161,0,0,6715,Jellyfish该莲,保密,http://i2.hdslb.com/bfs/face/8811585ba60c633f9e0d4a217b7c58b6dedd9669.jpg,0,QQ群号：338422475  全民k歌ID：该莲,10000,5,0,0,0,0,TRUE,"{'show': False, 'wear': False, 'medal': None}","{'role': 0, 'title': '', 'desc': '', 'type': -1}","{'type': 0, 'status': 0, 'due_date': 0, 'vip_pay_type': 0, 'theme_type': 0, 'label': {'path': '', 'text': '', 'label_theme': '', 'text_color': '', 'bg_style': 0, 'bg_color': '', 'border_color': ''}, 'avatar_subscript': 0, 'nickname_color': '', 'role': 0, 'avatar_subscript_url': ''}","{'pid': 0, 'name': '', 'image': '', 'expire': 0, 'image_enhance': '', 'image_enhance_frame': ''}","{'nid': 10, 'name': '见习偶像', 'image': 'http://i2.hdslb.com/bfs/face/e93dd9edfa7b9e18bf46fd8d71862327a2350923.png', 'image_small': 'http://i0.hdslb.com/bfs/face/275b468b043ec246737ab8580a2075bee0b1263b.png', 'level': '普通勋章', 'condition': '所有自制视频总播放数>=10万'}","{'mid': 0, 'colour': None, 'tags': []}",FALSE,http://i1.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,{},{},"{'roomStatus': 1, 'liveStatus': 0, 'url': 'https://live.bilibili.com/21862446?broadcast_type=0&is_room_feed=0', 'title': '用户17424860的直播间', 'cover': 'https://s1.hdslb.com/bfs/static/blive/live-assets/common/images/no-cover.png', 'roomid': 21862446, 'roundStatus': 0, 'broadcast_type': 0, 'watched_show': {'switch': False, 'num': 3, 'text_small': '3', 'text_large': '3人气', 'icon': 'https://i0.hdslb.com/bfs/live/0b265af1af0a77abc47aa3b8f1a5c0769d8bd23b.png', 'icon_location': '', 'icon_web': 'https://i0.hdslb.com/bfs/live/9bb14f7fe0d4988646daf7be7f825314cdd0dbb0.png'}}",,{'name': ''},"{'name': '', 'department': '', 'title': '', 'is_show': 0}",,"{'user_upgrade_status': 3, 'show_upgrade_window': False}",0
30712288,108,0,0,10018,-江小来-,男,http://i1.hdslb.com/bfs/face/abc2b99659147b57f96e93717bc135fe432d7809.jpg,0,V   ：  jiangjj668  如果你也喜欢陈奕迅粤语歌里的深情。,10000,6,0,0,0,0,TRUE,"{'show': False, 'wear': False, 'medal': None}","{'role': 0, 'title': '', 'desc': '', 'type': -1}","{'type': 1, 'status': 0, 'due_date': 1618761600000, 'vip_pay_type': 0, 'theme_type': 0, 'label': {'path': '', 'text': '', 'label_theme': '', 'text_color': '', 'bg_style': 0, 'bg_color': '', 'border_color': ''}, 'avatar_subscript': 0, 'nickname_color': '', 'role': 0, 'avatar_subscript_url': ''}","{'pid': 0, 'name': '', 'image': '', 'expire': 0, 'image_enhance': '', 'image_enhance_frame': ''}","{'nid': 1, 'name': '黄金殿堂', 'image': 'http://i1.hdslb.com/bfs/face/82896ff40fcb4e7c7259cb98056975830cb55695.png', 'image_small': 'http://i1.hdslb.com/bfs/face/627e342851dfda6fe7380c2fa0cbd7fae2e61533.png', 'level': '稀有勋章', 'condition': '单个自制视频总播放数>=100万'}","{'mid': 0, 'colour': None, 'tags': []}",FALSE,http://i1.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,{},{},"{'roomStatus': 1, 'liveStatus': 0, 'url': 'https://live.bilibili.com/8642406?broadcast_type=0&is_room_feed=0', 'title': '', 'cover': 'https://s1.hdslb.com/bfs/static/blive/live-assets/common/images/no-cover.png', 'roomid': 8642406, 'roundStatus': 0, 'broadcast_type': 0, 'watched_show': {'switch': False, 'num': 0, 'text_small': '0', 'text_large': '0人气', 'icon': 'https://i0.hdslb.com/bfs/live/0b265af1af0a77abc47aa3b8f1a5c0769d8bd23b.png', 'icon_location': '', 'icon_web': 'https://i0.hdslb.com/bfs/live/9bb14f7fe0d4988646daf7be7f825314cdd0dbb0.png'}}",2月14日,{'name': ''},"{'name': '', 'department': '', 'title': '', 'is_show': 0}",,"{'user_upgrade_status': 3, 'show_upgrade_window': False}",0
429711841,59,0,0,538617,综艺哔哔姬,保密,http://i1.hdslb.com/bfs/face/26e588a687e053e9c6fdacf6616161a85941f9b2.jpg,0, ↑ 【关注哔哔姬】 你想看的B站综艺，都在这里！,10000,6,0,0,0,0,FALSE,"{'show': False, 'wear': False, 'medal': None}","{'role': 3, 'title': '综艺官方账号', 'desc': '', 'type': 1}","{'type': 2, 'status': 1, 'due_date': 1648483200000, 'vip_pay_type': 0, 'theme_type': 0, 'label': {'path': '', 'text': '年度大会员', 'label_theme': 'annual_vip', 'text_color': '#FFFFFF', 'bg_style': 1, 'bg_color': '#FB7299', 'border_color': ''}, 'avatar_subscript': 1, 'nickname_color': '#FB7299', 'role': 3, 'avatar_subscript_url': 'http://i0.hdslb.com/bfs/vip/icon_Certification_big_member_22_3x.png'}","{'pid': 0, 'name': '', 'image': '', 'expire': 0, 'image_enhance': '', 'image_enhance_frame': ''}","{'nid': 1, 'name': '黄金殿堂', 'image': 'http://i2.hdslb.com/bfs/face/82896ff40fcb4e7c7259cb98056975830cb55695.png', 'image_small': 'http://i0.hdslb.com/bfs/face/627e342851dfda6fe7380c2fa0cbd7fae2e61533.png', 'level': '稀有勋章', 'condition': '单个自制视频总播放数>=100万'}","{'mid': 0, 'colour': None, 'tags': []}",FALSE,http://i2.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,{},{},"{'roomStatus': 1, 'liveStatus': 0, 'url': 'https://live.bilibili.com/23192840?broadcast_type=0&is_room_feed=1', 'title': '《舞千年》学术研讨会', 'cover': 'http://i0.hdslb.com/bfs/live/new_room_cover/8d04e38b4f5bb4c9ec2814f0aab3b42f486807cd.jpg', 'roomid': 23192840, 'roundStatus': 0, 'broadcast_type': 0, 'watched_show': {'switch': True, 'num': 42, 'text_small': '42', 'text_large': '42人看过', 'icon': 'https://i0.hdslb.com/bfs/live/a725a9e61242ef44d764ac911691a7ce07f36c1d.png', 'icon_location': '', 'icon_web': 'https://i0.hdslb.com/bfs/live/8d9d0f33ef8bf6f308742752d13dd0df731df19c.png'}}",1月1日,{'name': ''},"{'name': '', 'department': '', 'title': '', 'is_show': 0}",,"{'user_upgrade_status': 3, 'show_upgrade_window': False}",0
2040599014,5,0,0,122,游戏看一看,女,http://i1.hdslb.com/bfs/face/136a8f6aa385c43c57b9e41fb87f646e345d37f0.jpg,0,娱乐每天看一看！,10000,2,0,0,0,0,FALSE,"{'show': False, 'wear': False, 'medal': None}","{'role': 0, 'title': '', 'desc': '', 'type': -1}","{'type': 1, 'status': 0, 'due_date': 1644336000000, 'vip_pay_type': 0, 'theme_type': 0, 'label': {'path': '', 'text': '', 'label_theme': '', 'text_color': '', 'bg_style': 0, 'bg_color': '', 'border_color': ''}, 'avatar_subscript': 0, 'nickname_color': '', 'role': 0, 'avatar_subscript_url': ''}","{'pid': 0, 'name': '', 'image': '', 'expire': 0, 'image_enhance': '', 'image_enhance_frame': ''}","{'nid': 0, 'name': '', 'image': '', 'image_small': '', 'level': '', 'condition': ''}","{'mid': 0, 'colour': None, 'tags': []}",FALSE,http://i0.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,{},{},"{'roomStatus': 1, 'liveStatus': 0, 'url': 'https://live.bilibili.com/24411331?broadcast_type=0&is_room_feed=1', 'title': '萌新驾到！多多指教！', 'cover': 'http://i0.hdslb.com/bfs/live/user_cover/533e715ca2758a8e1db7b5da26bbd46880724526.jpg', 'roomid': 24411331, 'roundStatus': 0, 'broadcast_type': 0, 'watched_show': {'switch': True, 'num': 21, 'text_small': '21', 'text_large': '21人看过', 'icon': 'https://i0.hdslb.com/bfs/live/a725a9e61242ef44d764ac911691a7ce07f36c1d.png', 'icon_location': '', 'icon_web': 'https://i0.hdslb.com/bfs/live/8d9d0f33ef8bf6f308742752d13dd0df731df19c.png'}}",1月1日,{'name': ''},"{'name': '', 'department': '', 'title': '', 'is_show': 0}",,"{'user_upgrade_status': 3, 'show_upgrade_window': False}",0
52001259,400,0,0,439128,大头大头哥哥,男,http://i0.hdslb.com/bfs/face/8b324008d465efaf6003e352cf050cfe95ece98e.jpg,0,"钢琴即兴·唱见 QQ音乐:大头大头哥哥
星海音乐学院
三群1064603046
二群891570266
一群778313205",10000,6,0,0,0,0,TRUE,"{'show': True, 'wear': True, 'medal': {'uid': 52001259, 'target_id': 84674730, 'medal_id': 310627, 'level': 21, 'medal_name': '龟龟酱', 'medal_color': 1725515, 'intimacy': 1382, 'next_intimacy': 2000, 'day_limit': 250000, 'medal_color_start': 1725515, 'medal_color_end': 5414290, 'medal_color_border': 1725515, 'is_lighted': 1, 'light_status': 1, 'wearing_status': 1, 'score': 50001382}}","{'role': 1, 'title': 'bilibili 知名音乐UP主', 'desc': '全民音乐UP主年度30强', 'type': 0}","{'type': 2, 'status': 1, 'due_date': 1654790400000, 'vip_pay_type': 0, 'theme_type': 0, 'label': {'path': '', 'text': '年度大会员', 'label_theme': 'annual_vip', 'text_color': '#FFFFFF', 'bg_style': 1, 'bg_color': '#FB7299', 'border_color': ''}, 'avatar_subscript': 1, 'nickname_color': '#FB7299', 'role': 3, 'avatar_subscript_url': 'http://i0.hdslb.com/bfs/vip/icon_Certification_big_member_22_3x.png'}","{'pid': 0, 'name': '', 'image': '', 'expire': 0, 'image_enhance': '', 'image_enhance_frame': ''}","{'nid': 1, 'name': '黄金殿堂', 'image': 'http://i2.hdslb.com/bfs/face/82896ff40fcb4e7c7259cb98056975830cb55695.png', 'image_small': 'http://i2.hdslb.com/bfs/face/627e342851dfda6fe7380c2fa0cbd7fae2e61533.png', 'level': '稀有勋章', 'condition': '单个自制视频总播放数>=100万'}","{'mid': 0, 'colour': None, 'tags': []}",FALSE,http://i1.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,{},{},"{'roomStatus': 1, 'liveStatus': 0, 'url': 'https://live.bilibili.com/3191444?broadcast_type=0&is_room_feed=1', 'title': '无谱钢琴即兴，有猫', 'cover': 'http://i0.hdslb.com/bfs/live/user_cover/c3ab8ea20eb2e962c1f04581df4d4b8214493234.png', 'roomid': 3191444, 'roundStatus': 1, 'broadcast_type': 0, 'watched_show': {'switch': True, 'num': 1776, 'text_small': '1776', 'text_large': '1776人看过', 'icon': 'https://i0.hdslb.com/bfs/live/a725a9e61242ef44d764ac911691a7ce07f36c1d.png', 'icon_location': '', 'icon_web': 'https://i0.hdslb.com/bfs/live/8d9d0f33ef8bf6f308742752d13dd0df731df19c.png'}}",9月28日,{'name': '星海音乐学院'},"{'name': '', 'department': '', 'title': '', 'is_show': 0}","['星海音乐学院', '钢琴', '唱见', '即兴', 'ACG']","{'user_upgrade_status': 3, 'show_upgrade_window': False}",0
237257200,52,0,0,21772,十六臻,女,http://i1.hdslb.com/bfs/face/eed53d7eb280ec323b7fe47ecbda6fe916fed543.jpg,0,"这里十六 
不定期更新翻唱
吉他 雅马哈FG800  
“如果有辨别是非的能力 那就做你想做的”   

",10000,6,0,0,0,0,FALSE,"{'show': False, 'wear': False, 'medal': None}","{'role': 0, 'title': '', 'desc': '', 'type': -1}","{'type': 1, 'status': 0, 'due_date': 1626451200000, 'vip_pay_type': 0, 'theme_type': 0, 'label': {'path': '', 'text': '', 'label_theme': '', 'text_color': '', 'bg_style': 0, 'bg_color': '', 'border_color': ''}, 'avatar_subscript': 0, 'nickname_color': '', 'role': 0, 'avatar_subscript_url': ''}","{'pid': 0, 'name': '', 'image': '', 'expire': 0, 'image_enhance': '', 'image_enhance_frame': ''}","{'nid': 0, 'name': '', 'image': '', 'image_small': '', 'level': '', 'condition': ''}","{'mid': 0, 'colour': None, 'tags': []}",FALSE,http://i2.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,{},{},"{'roomStatus': 1, 'liveStatus': 0, 'url': 'https://live.bilibili.com/23010843?broadcast_type=0&is_room_feed=0', 'title': '', 'cover': 'https://s1.hdslb.com/bfs/static/blive/live-assets/common/images/no-cover.png', 'roomid': 23010843, 'roundStatus': 0, 'broadcast_type': 0, 'watched_show': {'switch': True, 'num': 0, 'text_small': '0', 'text_large': '0人看过', 'icon': 'https://i0.hdslb.com/bfs/live/a725a9e61242ef44d764ac911691a7ce07f36c1d.png', 'icon_location': '', 'icon_web': 'https://i0.hdslb.com/bfs/live/8d9d0f33ef8bf6f308742752d13dd0df731df19c.png'}}",12月26日,{'name': ''},"{'name': '', 'department': '', 'title': '', 'is_show': 0}",,"{'user_upgrade_status': 3, 'show_upgrade_window': False}",0
12394995,583,0,0,900397,粗犷毛线君,男,http://i0.hdslb.com/bfs/face/2a45185a10e6bd10c25ce646f0fcf41f81e73dc9.jpg,0,"感谢支持  相遇就是缘分
聊天群:166184566 ",10000,6,0,0,0,0,TRUE,"{'show': True, 'wear': True, 'medal': {'uid': 12394995, 'target_id': 562197, 'medal_id': 1129, 'level': 5, 'medal_name': '猩猩哥', 'medal_color': 6126494, 'intimacy': 423, 'next_intimacy': 1000, 'day_limit': 1500, 'medal_color_start': 6126494, 'medal_color_end': 6126494, 'medal_color_border': 6126494, 'is_lighted': 1, 'light_status': 1, 'wearing_status': 1, 'score': 2124}}","{'role': 1, 'title': 'bilibili 知名搞笑UP主', 'desc': '', 'type': 0}","{'type': 2, 'status': 1, 'due_date': 1691856000000, 'vip_pay_type': 0, 'theme_type': 0, 'label': {'path': '', 'text': '年度大会员', 'label_theme': 'annual_vip', 'text_color': '#FFFFFF', 'bg_style': 1, 'bg_color': '#FB7299', 'border_color': ''}, 'avatar_subscript': 1, 'nickname_color': '#FB7299', 'role': 3, 'avatar_subscript_url': 'http://i0.hdslb.com/bfs/vip/icon_Certification_big_member_22_3x.png'}","{'pid': 0, 'name': '', 'image': '', 'expire': 0, 'image_enhance': '', 'image_enhance_frame': ''}","{'nid': 1, 'name': '黄金殿堂', 'image': 'http://i2.hdslb.com/bfs/face/82896ff40fcb4e7c7259cb98056975830cb55695.png', 'image_small': 'http://i2.hdslb.com/bfs/face/627e342851dfda6fe7380c2fa0cbd7fae2e61533.png', 'level': '稀有勋章', 'condition': '单个自制视频总播放数>=100万'}","{'mid': 0, 'colour': None, 'tags': []}",FALSE,http://i2.hdslb.com/bfs/space/9ccc0447aebf0656809b339b41aa5b3705f27c47.png,{},{},"{'roomStatus': 1, 'liveStatus': 0, 'url': 'https://live.bilibili.com/207326?broadcast_type=0&is_room_feed=1', 'title': '直博随便试试，进入可以发个1', 'cover': 'http://i0.hdslb.com/bfs/live/room_cover/a27bdf4a3a4268e4143bf6ba41884e4c2f068f34.jpg', 'roomid': 207326, 'roundStatus': 0, 'broadcast_type': 0, 'watched_show': {'switch': False, 'num': 712, 'text_small': '712', 'text_large': '712人气', 'icon': 'https://i0.hdslb.com/bfs/live/0b265af1af0a77abc47aa3b8f1a5c0769d8bd23b.png', 'icon_location': '', 'icon_web': 'https://i0.hdslb.com/bfs/live/9bb14f7fe0d4988646daf7be7f825314cdd0dbb0.png'}}",3月23日,{'name': ''},"{'name': '', 'department': '', 'title': '', 'is_show': 0}",,"{'user_upgrade_status': 3, 'show_upgrade_window': False}",0
275718644,201,0,0,3265,寄浔子,女,http://i2.hdslb.com/bfs/face/e078038b4176d94482e6534e597386b848c8d3b0.jpg,0,养成系,10000,6,0,0,0,0,TRUE,"{'show': False, 'wear': False, 'medal': None}","{'role': 0, 'title': '', 'desc': '', 'type': -1}","{'type': 1, 'status': 0, 'due_date': 1645891200000, 'vip_pay_type': 0, 'theme_type': 0, 'label': {'path': '', 'text': '', 'label_theme': '', 'text_color': '', 'bg_style': 0, 'bg_color': '', 'border_color': ''}, 'avatar_subscript': 0, 'nickname_color': '', 'role': 0, 'avatar_subscript_url': ''}","{'pid': 0, 'name': '', 'image': '', 'expire': 0, 'image_enhance': '', 'image_enhance_frame': ''}","{'nid': 0, 'name': '', 'image': '', 'image_small': '', 'level': '', 'condition': ''}","{'mid': 0, 'colour': None, 'tags': []}",FALSE,http://i1.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,{},{},"{'roomStatus': 1, 'liveStatus': 0, 'url': 'https://live.bilibili.com/9429390?broadcast_type=0&is_room_feed=0', 'title': '', 'cover': 'https://s1.hdslb.com/bfs/static/blive/live-assets/common/images/no-cover.png', 'roomid': 9429390, 'roundStatus': 0, 'broadcast_type': 0, 'watched_show': {'switch': True, 'num': 4, 'text_small': '4', 'text_large': '4人看过', 'icon': 'https://i0.hdslb.com/bfs/live/a725a9e61242ef44d764ac911691a7ce07f36c1d.png', 'icon_location': '', 'icon_web': 'https://i0.hdslb.com/bfs/live/8d9d0f33ef8bf6f308742752d13dd0df731df19c.png'}}",4月19日,{'name': ''},"{'name': '', 'department': '', 'title': '', 'is_show': 0}",,"{'user_upgrade_status': 3, 'show_upgrade_window': False}",0
13677047,91,0,0,1032905,Piano莱特,男,http://i2.hdslb.com/bfs/face/edf6a0ae7dfe9adb5e8d5e813a69455554931c73.jpg,0,即兴~翻弹 I love piano！   商务合作：2430464149@qq.com,10000,6,0,0,0,0,TRUE,"{'show': False, 'wear': False, 'medal': None}","{'role': 2, 'title': '音乐人Piano莱特，bilibili 新星UP主', 'desc': '第四届“bilibili 新星计划”获奖者', 'type': 0}","{'type': 2, 'status': 1, 'due_date': 1703001600000, 'vip_pay_type': 0, 'theme_type': 0, 'label': {'path': '', 'text': '年度大会员', 'label_theme': 'annual_vip', 'text_color': '#FFFFFF', 'bg_style': 1, 'bg_color': '#FB7299', 'border_color': ''}, 'avatar_subscript': 1, 'nickname_color': '#FB7299', 'role': 3, 'avatar_subscript_url': 'http://i0.hdslb.com/bfs/vip/icon_Certification_big_member_22_3x.png'}","{'pid': 0, 'name': '', 'image': '', 'expire': 0, 'image_enhance': '', 'image_enhance_frame': ''}","{'nid': 1, 'name': '黄金殿堂', 'image': 'http://i2.hdslb.com/bfs/face/82896ff40fcb4e7c7259cb98056975830cb55695.png', 'image_small': 'http://i2.hdslb.com/bfs/face/627e342851dfda6fe7380c2fa0cbd7fae2e61533.png', 'level': '稀有勋章', 'condition': '单个自制视频总播放数>=100万'}","{'mid': 0, 'colour': None, 'tags': []}",FALSE,http://i2.hdslb.com/bfs/space/cd52d4ac1d336c940cc4958120170f7928d9e606.png,{},{},"{'roomStatus': 1, 'liveStatus': 0, 'url': 'https://live.bilibili.com/11285511?broadcast_type=0&is_room_feed=1', 'title': '点歌弹琴！', 'cover': 'http://i0.hdslb.com/bfs/live/user_cover/d53e825c86422d28eb585628026b9b0693be5a0c.jpg', 'roomid': 11285511, 'roundStatus': 0, 'broadcast_type': 0, 'watched_show': {'switch': True, 'num': 9859, 'text_small': '9859', 'text_large': '9859人看过', 'icon': 'https://i0.hdslb.com/bfs/live/a725a9e61242ef44d764ac911691a7ce07f36c1d.png', 'icon_location': '', 'icon_web': 'https://i0.hdslb.com/bfs/live/8d9d0f33ef8bf6f308742752d13dd0df731df19c.png'}}",6月20日,{'name': ''},"{'name': '', 'department': '', 'title': '', 'is_show': 0}",,"{'user_upgrade_status': 3, 'show_upgrade_window': False}",0
374692347,57,0,0,659647,悦耳声乐小课堂,保密,http://i0.hdslb.com/bfs/face/511f61a399f57c225fbc60771efb1244ad75c7e0.jpg,0,定期更新翻唱和声乐干货视频，想系统化学习唱歌可以加微信：yueersy2019  声乐老师一对一辅导教学喔~,10000,6,0,0,0,0,TRUE,"{'show': False, 'wear': False, 'medal': None}","{'role': 1, 'title': 'bilibili 知名音乐UP主', 'desc': '', 'type': 0}","{'type': 2, 'status': 1, 'due_date': 1669392000000, 'vip_pay_type': 0, 'theme_type': 0, 'label': {'path': '', 'text': '年度大会员', 'label_theme': 'annual_vip', 'text_color': '#FFFFFF', 'bg_style': 1, 'bg_color': '#FB7299', 'border_color': ''}, 'avatar_subscript': 1, 'nickname_color': '#FB7299', 'role': 3, 'avatar_subscript_url': 'http://i0.hdslb.com/bfs/vip/icon_Certification_big_member_22_3x.png'}","{'pid': 0, 'name': '', 'image': '', 'expire': 0, 'image_enhance': '', 'image_enhance_frame': ''}","{'nid': 1, 'name': '黄金殿堂', 'image': 'http://i2.hdslb.com/bfs/face/82896ff40fcb4e7c7259cb98056975830cb55695.png', 'image_small': 'http://i1.hdslb.com/bfs/face/627e342851dfda6fe7380c2fa0cbd7fae2e61533.png', 'level': '稀有勋章', 'condition': '单个自制视频总播放数>=100万'}","{'mid': 0, 'colour': None, 'tags': []}",FALSE,http://i0.hdslb.com/bfs/space/cb1c3ef50e22b6096fde67febe863494caefebad.png,{},{},"{'roomStatus': 1, 'liveStatus': 0, 'url': 'https://live.bilibili.com/21218554?broadcast_type=0&is_room_feed=0', 'title': '艾克老师在线声乐教学~', 'cover': 'https://s1.hdslb.com/bfs/static/blive/live-assets/common/images/no-cover.png', 'roomid': 21218554, 'roundStatus': 0, 'broadcast_type': 0, 'watched_show': {'switch': False, 'num': 1036, 'text_small': '1036', 'text_large': '1036人气', 'icon': 'https://i0.hdslb.com/bfs/live/0b265af1af0a77abc47aa3b8f1a5c0769d8bd23b.png', 'icon_location': '', 'icon_web': 'https://i0.hdslb.com/bfs/live/9bb14f7fe0d4988646daf7be7f825314cdd0dbb0.png'}}",1月1日,{'name': ''},"{'name': '', 'department': '', 'title': '', 'is_show': 0}",,"{'user_upgrade_status': 3, 'show_upgrade_window': False}",0
